#{"t_start": 1615253180.0972133, "env_id": "commonroad-v0"}
r,l,t,is_collision,is_time_out,is_off_road,is_back_collision,is_goal_reached,scenario_name
-16.957221,192,17822.49375,0,1,0,0,0,DEU_AAH-1_110066_T-1
66.5,117,17837.618599,0,0,0,0,1,DEU_AAH-1_110036_T-1
64.8,171,17862.287378,0,0,0,0,1,DEU_AAH-1_80015_T-1
-1.62244,33,17870.180957,0,0,0,0,0,DEU_AAH-1_100093_T-1
64.8,168,17899.170703,0,0,0,0,1,DEU_AAH-1_90021_T-1
65.6,156,17919.72682,0,0,0,0,1,DEU_AAH-1_160051_T-1
66.5,119,17936.016361,0,0,0,0,1,DEU_AAH-1_100042_T-1
-7.230509,301,17982.254673,0,1,0,0,0,DEU_AAH-1_110032_T-1
66.4,137,18000.38295,0,0,0,0,1,DEU_AAH-1_110057_T-1
66.256436,123,18020.95532,0,0,0,0,1,DEU_AAH-1_90034_T-1
-21.425779,206,18050.306244,0,1,0,0,0,DEU_AAH-1_100044_T-1
-5.32964,245,18077.212566,0,1,0,0,0,DEU_AAH-1_80069_T-1
66.1,131,18096.513893,0,0,0,0,1,DEU_AAH-1_90081_T-1
66.4,123,18111.144486,0,0,0,0,1,DEU_AAH-1_90010_T-1
59.9,191,18129.956694,0,0,0,0,1,DEU_AAH-1_100054_T-1
-62.262531,230,18164.755981,0,0,1,0,0,DEU_AAH-1_100079_T-1
-19.118992,228,18191.959501,0,1,0,0,0,DEU_AAH-1_100082_T-1
66.3,131,18206.883619,0,0,0,0,1,DEU_AAH-1_80036_T-1
66.1,126,18219.603073,0,0,0,0,1,DEU_AAH-1_100069_T-1
0.90151,56,18234.277995,0,0,0,0,0,DEU_AAH-1_180028_T-1
-14.41723,66,18257.672561,0,0,0,1,0,DEU_AAH-1_170047_T-1
-0.482542,45,18272.819136,0,0,0,0,0,DEU_AAH-1_140044_T-1
-5.83995,315,18318.108191,0,1,0,0,0,DEU_AAH-1_90094_T-1
66.5,112,18332.990646,0,0,0,0,1,DEU_AAH-1_110047_T-1
0.90033,186,18368.912092,0,1,0,0,0,DEU_AAH-1_1400198_T-1
-18.731197,200,18388.121132,0,1,0,0,0,DEU_AAH-1_80058_T-1
66.5,116,18403.153138,0,0,0,0,1,DEU_AAH-1_100027_T-1
66.197112,120,18418.499174,0,0,0,0,1,DEU_AAH-1_90041_T-1
-13.503394,204,18441.190413,0,1,0,0,0,DEU_AAH-1_90060_T-1
4.590799,88,18469.887081,0,0,0,0,0,DEU_AAH-1_100075_T-1
66.2,120,18487.711225,0,0,0,0,1,DEU_AAH-1_100030_T-1
-48.437608,141,18514.763488,0,0,0,1,0,DEU_AAH-1_80019_T-1
65.8,131,18534.692277,0,0,0,0,1,DEU_AAH-1_100088_T-1
43.7,222,18565.61424,0,0,0,0,1,DEU_AAH-1_180070_T-1
66.4,126,18584.525684,0,0,0,0,1,DEU_AAH-1_90048_T-1
65.7,150,18606.683233,0,0,0,0,1,DEU_AAH-1_100021_T-1
66.5,125,18623.788506,0,0,0,0,1,DEU_AAH-1_100081_T-1
66.4,129,18642.495029,0,0,0,0,1,DEU_AAH-1_90012_T-1
-48.565614,162,18657.246435,0,0,1,0,0,DEU_AAH-1_150067_T-1
-36.067424,192,18678.52419,0,0,0,1,0,DEU_AAH-1_90011_T-1
66.4,131,18696.050974,0,0,0,0,1,DEU_AAH-1_150022_T-1
-10.597152,89,18709.100761,0,0,0,0,0,DEU_AAH-1_110083_T-1
-2.328825,48,18715.527539,0,0,0,0,0,DEU_AAH-1_90018_T-1
66.4,125,18734.294067,0,0,0,0,1,DEU_AAH-1_100013_T-1
-1.62244,33,18743.894555,0,0,0,0,0,DEU_AAH-1_100093_T-1
66.4,119,18761.858956,0,0,0,0,1,DEU_AAH-1_100041_T-1
43.7,222,18785.365053,0,0,0,0,1,DEU_AAH-1_180070_T-1
66.3,134,18804.777964,0,0,0,0,1,DEU_AAH-1_120038_T-1
66.5,120,18818.314531,0,0,0,0,1,DEU_AAH-1_80032_T-1
60.0,168,18833.161085,0,0,0,0,1,DEU_AAH-1_100054_T-1
66.2,124,18845.917275,0,0,0,0,1,DEU_AAH-1_100034_T-1
-4.008242,56,18851.917084,0,0,0,0,0,DEU_AAH-1_80096_T-1
66.4,117,18863.790124,0,0,0,0,1,DEU_AAH-1_100027_T-1
60.9,270,18893.803849,0,0,0,0,1,DEU_AAH-1_110068_T-1
-56.547533,230,18917.830137,0,0,1,0,0,DEU_AAH-1_180017_T-1
66.2,132,18932.173475,0,0,0,0,1,DEU_AAH-1_80080_T-1
65.9,142,18950.965626,0,0,0,0,1,DEU_AAH-1_150022_T-1
66.4,119,18963.264453,0,0,0,0,1,DEU_AAH-1_1000109_T-1
66.0,149,18987.857938,0,0,0,0,1,DEU_AAH-1_160051_T-1
66.3,128,19001.400785,0,0,0,0,1,DEU_AAH-1_100037_T-1
-0.700595,56,19014.82834,0,0,0,0,0,DEU_AAH-1_170055_T-1
-15.450085,76,19028.271782,0,0,0,1,0,DEU_AAH-1_1100145_T-1
-15.696375,55,19037.085399,0,0,0,0,0,DEU_AAH-1_90093_T-1
66.5,118,19048.032386,0,0,0,0,1,DEU_AAH-1_110011_T-1
66.4,112,19061.404253,0,0,0,0,1,DEU_AAH-1_100039_T-1
66.1,146,19078.553442,0,0,0,0,1,DEU_AAH-1_1200155_T-1
-39.096964,269,19104.194468,0,0,1,0,0,DEU_AAH-1_110080_T-1
-22.765666,259,19154.710904,0,1,0,0,0,DEU_AAH-1_130077_T-1
66.3,130,19169.824378,0,0,0,0,1,DEU_AAH-1_90073_T-1
-20.787764,232,19190.258484,0,0,0,0,0,DEU_AAH-1_110041_T-1
-1.095396,44,19199.342835,0,0,0,0,0,DEU_AAH-1_160096_T-1
65.7,159,19220.455299,0,0,0,0,1,DEU_AAH-1_80097_T-1
66.5,124,19235.905752,0,0,0,0,1,DEU_AAH-1_80085_T-1
-11.905906,165,19249.306164,0,0,0,0,0,DEU_AAH-1_100099_T-1
2.425159,67,19263.46708,0,0,0,0,0,DEU_AAH-1_170098_T-1
66.2,127,19277.642224,0,0,0,0,1,DEU_AAH-1_100052_T-1
-13.114881,165,19292.708552,0,0,0,0,0,DEU_AAH-1_100099_T-1
66.4,143,19319.276362,0,0,0,0,1,DEU_AAH-1_180080_T-1
-12.791327,234,19338.254991,0,1,0,0,0,DEU_AAH-1_100063_T-1
66.4,134,19352.526585,0,0,0,0,1,DEU_AAH-1_80026_T-1
65.998129,147,19369.860457,0,0,0,0,1,DEU_AAH-1_160091_T-1
66.4,117,19385.612164,0,0,0,0,1,DEU_AAH-1_100068_T-1
-13.03978,344,19415.058127,0,1,0,0,0,DEU_AAH-1_110019_T-1
-17.945096,200,19430.226063,0,1,0,0,0,DEU_AAH-1_80058_T-1
66.5,120,19443.943469,0,0,0,0,1,DEU_AAH-1_110046_T-1
66.4,132,19458.664333,0,0,0,0,1,DEU_AAH-1_110043_T-1
66.6,113,19471.380172,0,0,0,0,1,DEU_AAH-1_100027_T-1
-29.118658,233,19487.309405,0,1,0,0,0,DEU_AAH-1_80054_T-1
66.4,131,19506.88091,0,0,0,0,1,DEU_AAH-1_110031_T-1
-37.315943,239,19531.065197,0,0,0,1,0,DEU_AAH-1_80064_T-1
-33.608439,325,19553.043892,0,1,0,0,0,DEU_AAH-1_80043_T-1
66.4,136,19570.152218,0,0,0,0,1,DEU_AAH-1_130089_T-1
-44.264015,135,19594.066413,0,0,0,1,0,DEU_AAH-1_80019_T-1
-13.77046,135,19618.870501,1,0,0,0,0,DEU_AAH-1_80064_T-1
66.4,104,19630.606411,0,0,0,0,1,DEU_AAH-1_80099_T-1
-15.156966,200,19652.675368,0,1,0,0,0,DEU_AAH-1_100040_T-1
65.8,157,19675.13078,0,0,0,0,1,DEU_AAH-1_80097_T-1
66.0,174,19694.647604,0,0,0,0,1,DEU_AAH-1_170079_T-1
66.9,135,19706.875846,0,0,0,0,1,DEU_AAH-1_800165_T-1
66.4,119,19725.480515,0,0,0,0,1,DEU_AAH-1_100090_T-1
-38.634334,263,19765.369902,0,0,0,1,0,DEU_AAH-1_120041_T-1
55.4,241,19808.40823,0,0,0,0,1,DEU_AAH-1_90065_T-1
66.4,124,19822.654964,0,0,0,0,1,DEU_AAH-1_90010_T-1
-1.316075,56,19831.568148,0,0,0,0,0,DEU_AAH-1_110086_T-1
59.48752,105,19848.994951,0,0,0,0,1,DEU_AAH-1_180070_T-1
-45.0,350,19886.548051,0,1,0,0,0,DEU_AAH-1_1000129_T-1
-14.553203,245,19929.44225,0,0,0,0,0,DEU_AAH-1_100012_T-1
65.8,128,19987.791755,0,0,0,0,1,DEU_AAH-1_100039_T-1
-48.437912,160,20001.143188,0,0,1,0,0,DEU_AAH-1_150067_T-1
-3.004531,143,20036.125955,0,0,0,0,0,DEU_AAH-1_150099_T-1
-20.364341,200,20054.237007,0,1,0,0,0,DEU_AAH-1_80058_T-1
-0.104301,55,20064.382241,0,0,0,0,0,DEU_AAH-1_160096_T-1
-40.83147,195,20096.341245,0,1,0,0,0,DEU_AAH-1_110033_T-1
-16.864225,189,20115.033481,0,1,0,0,0,DEU_AAH-1_110059_T-1
3.577428,66,20126.383794,0,0,0,0,0,DEU_AAH-1_90098_T-1
66.3,122,20141.178869,0,0,0,0,1,DEU_AAH-1_100088_T-1
-37.856023,201,20156.194792,0,0,1,0,0,DEU_AAH-1_130025_T-1
-61.212402,292,20203.660423,0,1,0,0,0,DEU_AAH-1_100079_T-1
66.4,126,20222.682857,0,0,0,0,1,DEU_AAH-1_90048_T-1
60.1,217,20254.889914,0,0,0,0,1,DEU_AAH-1_170093_T-1
-28.483138,235,20282.365026,0,1,0,0,0,DEU_AAH-1_150051_T-1
66.7,122,20304.267963,0,0,0,0,1,DEU_AAH-1_160014_T-1
3.833462,77,20316.865751,0,0,0,0,0,DEU_AAH-1_100020_T-1
-3.226313,146,20351.162122,0,0,0,0,0,DEU_AAH-1_180026_T-1
-11.11151,205,20369.292609,0,1,0,0,0,DEU_AAH-1_100046_T-1
66.3,131,20382.441881,0,0,0,0,1,DEU_AAH-1_80036_T-1
66.4,123,20395.392711,0,0,0,0,1,DEU_AAH-1_90010_T-1
-1.62244,33,20403.374638,0,0,0,0,0,DEU_AAH-1_100093_T-1
66.393898,119,20419.611807,0,0,0,0,1,DEU_AAH-1_90041_T-1
66.8,127,20437.066637,0,0,0,0,1,DEU_AAH-1_150016_T-1
66.6,117,20454.904751,0,0,0,0,1,DEU_AAH-1_100017_T-1
66.4,132,20470.732304,0,0,0,0,1,DEU_AAH-1_110070_T-1
-7.971978,244,20502.511091,0,1,0,0,0,DEU_AAH-1_80029_T-1
-17.432423,137,20539.800599,0,0,0,1,0,DEU_AAH-1_90083_T-1
-17.851263,200,20564.034154,0,1,0,0,0,DEU_AAH-1_100040_T-1
4.662136,66,20576.748631,0,0,0,0,0,DEU_AAH-1_140023_T-1
-2.134463,43,20583.567269,0,0,0,0,0,DEU_AAH-1_800165_T-1
4.662136,66,20596.293961,0,0,0,0,0,DEU_AAH-1_140023_T-1
65.9,159,20616.116885,0,0,0,0,1,DEU_AAH-1_110027_T-1
4.514866,74,20629.986344,0,0,0,0,0,DEU_AAH-1_130082_T-1
-0.717458,56,20643.151244,0,0,0,0,0,DEU_AAH-1_170055_T-1
64.698243,174,20661.046555,0,0,0,0,1,DEU_AAH-1_160091_T-1
66.7,121,20674.54216,0,0,0,0,1,DEU_AAH-1_120056_T-1
63.4,216,20707.553014,0,0,0,0,1,DEU_AAH-1_1000214_T-1
-17.111064,239,20730.283624,0,1,0,0,0,DEU_AAH-1_1500331_T-1
66.0,156,20755.667074,0,0,0,0,1,DEU_AAH-1_180034_T-1
0.655093,33,20762.880604,0,0,0,0,0,DEU_AAH-1_100046_T-1
66.7,114,20782.42969,0,0,0,0,1,DEU_AAH-1_110035_T-1
-20.064282,206,20810.307718,0,1,0,0,0,DEU_AAH-1_100044_T-1
-37.308783,291,20835.512254,0,1,0,0,0,DEU_AAH-1_130034_T-1
-7.560896,78,20844.52673,0,0,0,0,0,DEU_AAH-1_110041_T-1
66.5,125,20858.293023,0,0,0,0,1,DEU_AAH-1_80078_T-1
70.0,51,20866.505426,0,0,0,0,1,DEU_AAH-1_170026_T-1
-31.694842,282,20909.037851,0,0,0,1,0,DEU_AAH-1_1500146_T-1
66.4,117,20921.488578,0,0,0,0,1,DEU_AAH-1_100068_T-1
2.159619,67,20938.787483,0,0,0,0,0,DEU_AAH-1_180028_T-1
66.6,121,20953.706051,0,0,0,0,1,DEU_AAH-1_100081_T-1
65.3,185,20979.405978,0,0,0,0,1,DEU_AAH-1_170055_T-1
-29.525658,325,21005.326796,0,1,0,0,0,DEU_AAH-1_80043_T-1
-17.016349,200,21024.792524,0,1,0,0,0,DEU_AAH-1_80058_T-1
66.293939,119,21040.172789,0,0,0,0,1,DEU_AAH-1_90047_T-1
3.420813,71,21053.402984,0,0,0,0,0,DEU_AAH-1_100020_T-1
-77.061564,259,21080.769048,0,1,0,0,0,DEU_AAH-1_100097_T-1
66.4,127,21102.701123,0,0,0,0,1,DEU_AAH-1_80022_T-1
8.880206,78,21121.67642,0,0,0,0,0,DEU_AAH-1_180026_T-1
8.860703,165,21155.812286,0,0,0,0,0,DEU_AAH-1_150082_T-1
65.729034,158,21175.073665,0,0,0,0,1,DEU_AAH-1_1300168_T-1
-18.142531,214,21190.59437,0,1,0,0,0,DEU_AAH-1_80057_T-1
70.0,5,21194.546564,0,0,0,0,1,DEU_AAH-1_90035_T-1
-15.696375,55,21202.528102,0,0,0,0,0,DEU_AAH-1_90093_T-1
61.6,181,21221.323502,0,0,0,0,1,DEU_AAH-1_110092_T-1
65.4,161,21233.413611,0,0,0,0,1,DEU_AAH-1_100024_T-1
-13.695027,294,21271.533026,0,1,0,0,0,DEU_AAH-1_80023_T-1
66.8,111,21285.476111,0,0,0,0,1,DEU_AAH-1_110011_T-1
-30.430096,322,21319.367211,0,1,0,0,0,DEU_AAH-1_90078_T-1
5.744484,106,21357.967053,0,0,0,0,0,DEU_AAH-1_1400184_T-1
64.294456,235,21402.760556,0,0,0,0,1,DEU_AAH-1_140028_T-1
-11.650161,107,21426.995943,1,0,0,0,0,DEU_AAH-1_170067_T-1
-36.407675,185,21451.976187,0,0,0,1,0,DEU_AAH-1_90031_T-1
54.1,204,21480.406959,0,0,0,0,1,DEU_AAH-1_170037_T-1
-30.302229,300,21504.229453,0,1,0,0,0,DEU_AAH-1_170098_T-1
66.6,119,21519.399278,0,0,0,0,1,DEU_AAH-1_110015_T-1
-22.654412,235,21541.306193,0,1,0,0,0,DEU_AAH-1_150051_T-1
-2.758071,57,21553.882769,0,0,0,0,0,DEU_AAH-1_170079_T-1
66.2,133,21567.614698,0,0,0,0,1,DEU_AAH-1_80072_T-1
-17.48605,45,21580.835945,1,0,0,0,0,DEU_AAH-1_90094_T-1
70.0,5,21583.880238,0,0,0,0,1,DEU_AAH-1_90035_T-1
54.1,204,21611.356409,0,0,0,0,1,DEU_AAH-1_170037_T-1
66.2,127,21630.221534,0,0,0,0,1,DEU_AAH-1_100043_T-1
-24.304594,212,21665.729814,0,0,0,1,0,DEU_AAH-1_1400344_T-1
56.7,278,21699.478313,0,0,0,0,1,DEU_AAH-1_90084_T-1
66.3,127,21717.700485,0,0,0,0,1,DEU_AAH-1_90048_T-1
3.420813,71,21730.932929,0,0,0,0,0,DEU_AAH-1_100020_T-1
-1.315403,29,21737.3385,0,0,0,0,0,DEU_AAH-1_1600242_T-1
65.396687,176,21757.631842,0,0,0,0,1,DEU_AAH-1_180040_T-1
66.3,131,21770.743992,0,0,0,0,1,DEU_AAH-1_80036_T-1
70.0,29,21773.844857,0,0,0,0,1,DEU_AAH-1_80067_T-1
70.0,51,21781.969376,0,0,0,0,1,DEU_AAH-1_170026_T-1
66.3,137,21800.401036,0,0,0,0,1,DEU_AAH-1_130089_T-1
66.5,118,21814.464056,0,0,0,0,1,DEU_AAH-1_110036_T-1
-1.130013,33,21823.938674,0,0,0,0,0,DEU_AAH-1_900108_T-1
66.5,112,21835.003759,0,0,0,0,1,DEU_AAH-1_100071_T-1
66.5,117,21852.366989,0,0,0,0,1,DEU_AAH-1_110036_T-1
66.5,115,21871.763057,0,0,0,0,1,DEU_AAH-1_900222_T-1
-32.413885,202,21896.079266,1,0,0,0,0,DEU_AAH-1_90051_T-1
-72.361201,259,21924.820187,0,1,0,0,0,DEU_AAH-1_100097_T-1
63.9,114,21939.04804,0,0,0,0,1,DEU_AAH-1_170098_T-1
66.3,133,21954.38817,0,0,0,0,1,DEU_AAH-1_110070_T-1
65.8,157,21977.258951,0,0,0,0,1,DEU_AAH-1_80097_T-1
-44.227266,350,21998.783135,0,1,0,0,0,DEU_AAH-1_110041_T-1
-25.628387,300,22025.790003,0,1,0,0,0,DEU_AAH-1_170098_T-1
6.00541,88,22046.100191,0,0,0,0,0,DEU_AAH-1_140094_T-1
66.2,129,22061.486038,0,0,0,0,1,DEU_AAH-1_800141_T-1
-17.735813,54,22071.040431,1,0,0,0,0,DEU_AAH-1_80023_T-1
-14.467747,217,22106.109157,0,1,0,0,0,DEU_AAH-1_170079_T-1
-68.057517,275,22133.732281,0,0,1,0,0,DEU_AAH-1_150026_T-1
66.4,119,22148.799601,0,0,0,0,1,DEU_AAH-1_90046_T-1
-45.389325,208,22177.302115,0,1,0,0,0,DEU_AAH-1_100092_T-1
-26.525562,235,22202.109613,0,1,0,0,0,DEU_AAH-1_150051_T-1
4.682505,68,22215.007707,0,0,0,0,0,DEU_AAH-1_140023_T-1
65.7,159,22235.494239,0,0,0,0,1,DEU_AAH-1_80097_T-1
-1.208154,32,22244.906678,0,0,0,0,0,DEU_AAH-1_900108_T-1
-10.069225,212,22273.971315,0,1,0,0,0,DEU_AAH-1_180034_T-1
65.39682,154,22290.563368,0,0,0,0,1,DEU_AAH-1_160072_T-1
66.5,128,22309.236742,0,0,0,0,1,DEU_AAH-1_120038_T-1
-11.835575,71,22333.802935,0,0,0,1,0,DEU_AAH-1_170047_T-1
70.0,22,22336.42667,0,0,0,0,1,DEU_AAH-1_80067_T-1
66.6,117,22350.054371,0,0,0,0,1,DEU_AAH-1_90028_T-1
-11.570727,109,22375.823648,1,0,0,0,0,DEU_AAH-1_170067_T-1
66.0,157,22398.563171,0,0,0,0,1,DEU_AAH-1_110027_T-1
66.7,114,22414.516926,0,0,0,0,1,DEU_AAH-1_110035_T-1
-0.482542,45,22429.887876,0,0,0,0,0,DEU_AAH-1_140044_T-1
-6.958826,301,22475.899749,0,1,0,0,0,DEU_AAH-1_110032_T-1
-40.629932,241,22498.882058,0,0,0,1,0,DEU_AAH-1_80064_T-1
-38.890732,189,22520.111426,0,1,0,0,0,DEU_AAH-1_110059_T-1
-27.337285,219,22544.046094,0,1,0,0,0,DEU_AAH-1_160024_T-1
66.4,134,22559.688396,0,0,0,0,1,DEU_AAH-1_80026_T-1
-16.953682,221,22577.902845,0,0,0,0,0,DEU_AAH-1_80096_T-1
-21.716684,288,22622.6452,0,1,0,0,0,DEU_AAH-1_90064_T-1
4.488653,74,22638.22707,0,0,0,0,0,DEU_AAH-1_130082_T-1
65.8,159,22668.858006,0,0,0,0,1,DEU_AAH-1_180032_T-1
66.1,128,22689.323807,0,0,0,0,1,DEU_AAH-1_100091_T-1
66.2,147,22707.258045,0,0,0,0,1,DEU_AAH-1_1200155_T-1
-41.010677,234,22730.00273,0,1,0,0,0,DEU_AAH-1_140016_T-1
-11.599952,109,22755.435654,1,0,0,0,0,DEU_AAH-1_170067_T-1
2.828887,55,22774.002686,0,0,0,0,0,DEU_AAH-1_900122_T-1
66.2,131,22795.858181,0,0,0,0,1,DEU_AAH-1_110034_T-1
-40.63318,291,22821.062716,0,1,0,0,0,DEU_AAH-1_130034_T-1
65.69682,148,22838.418558,0,0,0,0,1,DEU_AAH-1_160072_T-1
66.3,122,22852.075865,0,0,0,0,1,DEU_AAH-1_100088_T-1
66.5,106,22865.398219,0,0,0,0,1,DEU_AAH-1_80088_T-1
-14.478392,205,22884.81819,0,1,0,0,0,DEU_AAH-1_100046_T-1
66.5,119,22899.274593,0,0,0,0,1,DEU_AAH-1_110046_T-1
-44.555042,350,22919.756162,0,1,0,0,0,DEU_AAH-1_110041_T-1
-29.109685,174,22943.689595,0,0,0,1,0,DEU_AAH-1_100092_T-1
66.4,121,22960.633479,0,0,0,0,1,DEU_AAH-1_90076_T-1
-9.99705,33,22963.757881,0,0,0,0,0,DEU_AAH-1_110063_T-1
60.1,99,22979.808459,0,0,0,0,1,DEU_AAH-1_180070_T-1
66.197112,120,22992.907464,0,0,0,0,1,DEU_AAH-1_90041_T-1
62.2,193,23014.098637,0,0,0,0,1,DEU_AAH-1_110092_T-1
69.8,60,23020.68556,0,0,0,0,1,DEU_AAH-1_120045_T-1
66.4,112,23034.200583,0,0,0,0,1,DEU_AAH-1_100039_T-1
66.5,128,23052.579934,0,0,0,0,1,DEU_AAH-1_120038_T-1
-17.160224,200,23068.464414,0,1,0,0,0,DEU_AAH-1_80058_T-1
-34.433741,183,23087.776241,0,0,1,0,0,DEU_AAH-1_80035_T-1
-21.659118,261,23119.574267,0,1,0,0,0,DEU_AAH-1_110039_T-1
66.3,142,23139.550915,0,0,0,0,1,DEU_AAH-1_110014_T-1
60.7,102,23156.863164,0,0,0,0,1,DEU_AAH-1_90092_T-1
53.4,159,23177.714466,0,0,0,0,1,DEU_AAH-1_150026_T-1
66.4,119,23190.363004,0,0,0,0,1,DEU_AAH-1_1000109_T-1
-36.076115,189,23218.181566,0,0,0,1,0,DEU_AAH-1_100092_T-1
57.2,287,23252.488244,0,0,0,0,1,DEU_AAH-1_90084_T-1
4.716074,67,23265.291523,0,0,0,0,0,DEU_AAH-1_140023_T-1
-18.21689,209,23290.038529,0,1,0,0,0,DEU_AAH-1_110018_T-1
-25.040124,261,23316.720679,0,0,0,0,0,DEU_AAH-1_120053_T-1
66.1,129,23331.240318,0,0,0,0,1,DEU_AAH-1_110075_T-1
66.1,139,23347.598786,0,0,0,0,1,DEU_AAH-1_80086_T-1
60.1,99,23363.787459,0,0,0,0,1,DEU_AAH-1_180070_T-1
3.793371,77,23377.124492,0,0,0,0,0,DEU_AAH-1_90071_T-1
2.924591,67,23390.188095,0,0,0,0,0,DEU_AAH-1_120034_T-1
-58.814579,302,23446.058018,0,1,0,0,0,DEU_AAH-1_80017_T-1
65.6,163,23468.918842,0,0,0,0,1,DEU_AAH-1_160044_T-1
-27.132647,207,23515.135351,0,0,0,1,0,DEU_AAH-1_150099_T-1
-19.05108,67,23522.820987,0,0,0,1,0,DEU_AAH-1_120060_T-1
0.124996,154,23561.468508,0,0,0,0,0,DEU_AAH-1_80018_T-1
66.4,119,23576.84794,0,0,0,0,1,DEU_AAH-1_1000109_T-1
66.1,145,23602.790804,0,0,0,0,1,DEU_AAH-1_100014_T-1
66.7,109,23615.931084,0,0,0,0,1,DEU_AAH-1_100027_T-1
-57.898653,207,23639.767669,0,0,1,0,0,DEU_AAH-1_1100168_T-1
66.6,121,23655.852037,0,0,0,0,1,DEU_AAH-1_100081_T-1
66.4,120,23669.585576,0,0,0,0,1,DEU_AAH-1_100069_T-1
66.4,134,23684.197745,0,0,0,0,1,DEU_AAH-1_80026_T-1
66.4,117,23697.671774,0,0,0,0,1,DEU_AAH-1_100068_T-1
-33.755256,259,23732.022302,0,1,0,0,0,DEU_AAH-1_100097_T-1
66.4,140,23757.856508,0,0,0,0,1,DEU_AAH-1_160051_T-1
0.290772,44,23767.144083,0,0,0,0,0,DEU_AAH-1_900108_T-1
66.6,121,23783.617255,0,0,0,0,1,DEU_AAH-1_100081_T-1
64.9,166,23812.477756,0,0,0,0,1,DEU_AAH-1_90021_T-1
0.906588,55,23824.252413,0,0,0,0,0,DEU_AAH-1_80070_T-1
66.1,131,23843.643795,0,0,0,0,1,DEU_AAH-1_90048_T-1
0.646553,55,23863.912761,0,0,0,0,0,DEU_AAH-1_150061_T-1
66.4,126,23879.061761,0,0,0,0,1,DEU_AAH-1_80078_T-1
66.4,122,23895.778419,0,0,0,0,1,DEU_AAH-1_100091_T-1
66.4,132,23912.968683,0,0,0,0,1,DEU_AAH-1_80076_T-1
-1.62244,33,23920.870615,0,0,0,0,0,DEU_AAH-1_100093_T-1
66.6,98,23928.423125,0,0,0,0,1,DEU_AAH-1_90044_T-1
70.0,29,23931.511516,0,0,0,0,1,DEU_AAH-1_80067_T-1
-16.506735,213,23958.388017,0,1,0,0,0,DEU_AAH-1_90049_T-1
66.7,109,23969.263645,0,0,0,0,1,DEU_AAH-1_110047_T-1
-69.41367,156,23989.627641,0,0,0,1,0,DEU_AAH-1_100010_T-1
-28.306404,233,24005.262985,0,1,0,0,0,DEU_AAH-1_80054_T-1
62.4,251,24056.344719,0,0,0,0,1,DEU_AAH-1_140032_T-1
-49.834464,201,24082.162834,0,1,0,0,0,DEU_AAH-1_110026_T-1
0.936424,215,24117.948619,0,1,0,0,0,DEU_AAH-1_160096_T-1
-41.810798,228,24138.336287,0,1,0,0,0,DEU_AAH-1_80062_T-1
64.9,165,24168.920462,0,0,0,0,1,DEU_AAH-1_90050_T-1
66.2,144,24188.256772,0,0,0,0,1,DEU_AAH-1_110014_T-1
66.2,133,24201.433957,0,0,0,0,1,DEU_AAH-1_80036_T-1
-69.836151,285,24251.261412,0,0,1,0,0,DEU_AAH-1_80017_T-1
-3.83083,73,24264.514143,0,0,1,0,0,DEU_AAH-1_80021_T-1
66.8,109,24277.759155,0,0,0,0,1,DEU_AAH-1_100027_T-1
66.3,139,24296.367602,0,0,0,0,1,DEU_AAH-1_110064_T-1
66.2,119,24309.655061,0,0,0,0,1,DEU_AAH-1_1100199_T-1
-33.833598,184,24329.883481,0,1,0,0,0,DEU_AAH-1_110045_T-1
66.6,112,24346.553144,0,0,0,0,1,DEU_AAH-1_90038_T-1
66.493939,117,24362.024106,0,0,0,0,1,DEU_AAH-1_90047_T-1
66.5,119,24378.14115,0,0,0,0,1,DEU_AAH-1_110046_T-1
66.6,128,24393.077144,0,0,0,0,1,DEU_AAH-1_80076_T-1
-10.75934,266,24410.716578,0,1,0,0,0,DEU_AAH-1_80053_T-1
66.5,117,24427.303939,0,0,0,0,1,DEU_AAH-1_90036_T-1
66.2,147,24452.498518,0,0,0,0,1,DEU_AAH-1_180080_T-1
-10.679148,69,24469.092964,0,0,0,1,0,DEU_AAH-1_180054_T-1
66.6,131,24486.608727,0,0,0,0,1,DEU_AAH-1_130089_T-1
-1.95615,32,24490.228221,0,0,0,0,0,DEU_AAH-1_800165_T-1
-27.720777,283,24534.567803,0,1,0,0,0,DEU_AAH-1_90065_T-1
-32.75648,259,24586.908777,0,1,0,0,0,DEU_AAH-1_130077_T-1
66.7,123,24602.156654,0,0,0,0,1,DEU_AAH-1_90073_T-1
-7.681271,301,24661.876773,0,1,0,0,0,DEU_AAH-1_110032_T-1
-9.587185,100,24672.812918,0,0,0,0,0,DEU_AAH-1_110041_T-1
66.7,114,24683.734197,0,0,0,0,1,DEU_AAH-1_110011_T-1
66.5,122,24698.445903,0,0,0,0,1,DEU_AAH-1_80049_T-1
62.4,254,24746.985712,0,0,0,0,1,DEU_AAH-1_140032_T-1
-41.736051,280,24789.251176,0,1,0,0,0,DEU_AAH-1_120041_T-1
-27.642359,274,24839.630549,0,0,1,0,0,DEU_AAH-1_140032_T-1
66.6,118,24851.629966,0,0,0,0,1,DEU_AAH-1_110093_T-1
-5.486205,154,24874.062152,0,0,0,0,0,DEU_AAH-1_100094_T-1
-8.3932,22,24878.081031,0,0,0,0,0,DEU_AAH-1_80020_T-1
66.2,153,24890.410078,0,0,0,0,1,DEU_AAH-1_100024_T-1
